# index  t_day  tau(t)  Ncum
1.164000000000000000e+03 1.086387731481481644e+01 1.161060435797240643e+03 1.164000000000000000e+03
1.165000000000000000e+03 1.090048611111111043e+01 1.162945328693788269e+03 1.165000000000000000e+03
1.166000000000000000e+03 1.090256944444444365e+01 1.163054249593611758e+03 1.166000000000000000e+03
1.167000000000000000e+03 1.092138888888888815e+01 1.163930437849055807e+03 1.167000000000000000e+03
1.168000000000000000e+03 1.093937500000000007e+01 1.164794081781959903e+03 1.168000000000000000e+03
1.169000000000000000e+03 1.104545138888888722e+01 1.169494552703899672e+03 1.169000000000000000e+03
1.170000000000000000e+03 1.104893518518518469e+01 1.169706654035370320e+03 1.170000000000000000e+03
1.171000000000000000e+03 1.104997685185185219e+01 1.169764671924115873e+03 1.171000000000000000e+03
1.172000000000000000e+03 1.105953703703703539e+01 1.170235501317079070e+03 1.172000000000000000e+03
1.173000000000000000e+03 1.108813657407407405e+01 1.171481685952148837e+03 1.173000000000000000e+03
1.174000000000000000e+03 1.112016203703703532e+01 1.172805972728736378e+03 1.174000000000000000e+03
1.175000000000000000e+03 1.116642361111111192e+01 1.174650764001931975e+03 1.175000000000000000e+03
1.176000000000000000e+03 1.119936342592592560e+01 1.176055671774230859e+03 1.176000000000000000e+03
1.177000000000000000e+03 1.122103009259259210e+01 1.176935227309230868e+03 1.177000000000000000e+03
1.178000000000000000e+03 1.122460648148148188e+01 1.177098238782598855e+03 1.178000000000000000e+03
1.179000000000000000e+03 1.123004629629629569e+01 1.177339529250966734e+03 1.179000000000000000e+03
1.180000000000000000e+03 1.127092592592592624e+01 1.179094857039996441e+03 1.180000000000000000e+03
